customer_id	usage_date	features_used	minutes_spent	errors_reported
115	2023/08/16	Upload	62.4	1
171	2024/04/15	Alerts	94.48	1
87	2024/03/03	Dashboard	77.12	1
189	2023/10/21	Upload	6.21	0
7	2024/03/19	Upload	62.17	0
144	2024/04/26	Dashboard	10.15	error
159	2024/03/04	Export	36.51	0
134	2023/09/05	Alerts	89.88	error
169	2024/02/28	API	30.72	1
53	2023/10/04	Upload	19.79	0
22	2024/02/29	Export	38.26	1
126	2023/06/12	Reports	30.49	0
136	2023/11/10	Alerts	26.63	2
26	2024/03/04	API	59.74	1
197	2023/07/16	API	34.26	0
44	2023/07/01	Export	47.5	0
183	2023/06/30	Reports	29.4	0
106	2023/11/13	Reports	39.53	1
31	2023/06/27	API	45.93	0
61	2024/02/08	Export	6.94	1
30	2023/10/16	Dashboard	89.85	0
17	2024/02/03	Dashboard	14.41	1
5	2023/10/16	Export	73.03	0
64	2024/06/25	Export	42.03	2
146	2023/12/26	Alerts	26.92	0
53	2023/08/12	Reports	41.68	0
63	2024/03/02	Alerts	18.1	1
11	2023/06/01	Alerts	65.32	0
168	2023/08/25	Dashboard	21.75	0
70	2024/04/02	Reports	12.97	0
90	2024/04/19	API	24.74	0
12	2023/08/22	Upload	52.57	error
23	2023/12/20	Upload	9.42	2
143	2023/10/22	Alerts	31.23	0
82	2024/05/15	Reports	24.16	0
182	2024/01/18	Reports	33.3	0
88	2023/09/16	Alerts	49.74	0
178	2023/08/08	Upload	16.63	1
2	2023/06/05	Upload	63.25	2
179	2024/05/26	Alerts	30.93	0
167	2024/04/29	Dashboard	2.16	1
172	2024/01/14	Upload	74.35	0
97	2024/04/03	Reports	60.66	0
179	2023/06/05	Dashboard	21.59	1
114	2023/06/05	API	84.92	0
175	2024/05/29	Reports	63.16	0
161	2023/11/03	Upload	78.46	1
93	2023/06/19	Reports	113.45	0
156	2023/09/16	Dashboard	26.47	0
102	2023/07/27	Reports	66.38	1
142	2023/09/08	Upload	11.49	2
155	2024/03/16	API	89.09	0
17	2023/08/05	Reports	53.86	1
134	2024/06/08	Reports	16.43	1
178	2024/05/13	Export	24.69	1
117	2023/06/02	Alerts	72.01	0
14	2023/11/13	Alerts	58.54	1
32	2024/05/14	Export	93.7	0
195	2023/06/23	Upload	72.52	0
108	2024/02/28	Alerts	72.54	0
86	2023/07/12	Export	22.02	1
58	2024/05/19	Alerts	86.12	0
51	2023/08/24	Reports	65.86	0
25	2023/06/15	Alerts	53.51	error
161	2023/11/19	Reports	15.36	1
88	2023/06/28	Reports	19.59	0
19	2024/04/03	Export	82.49	error
115	2024/03/23	Dashboard	38.73	error
9	2023/12/11	Reports	61.0	0
33	2023/07/02	Alerts	12.87	0
111	2023/07/04	Dashboard	102.34	0
76	2023/12/13	Alerts	75.22	1
60	2024/04/02	Upload	7.35	1
119	2024/01/06	Export	45.37	0
173	2023/06/14	Alerts	131.05	0
28	2023/07/23	Dashboard	5.06	error
50	2024/03/20	API	76.76	1
108	2024/02/02	Upload	58.24	0
36	2023/06/23	Dashboard	23.01	0
132	2024/04/29	Reports	63.1	1
199	2023/08/14	API	53.94	2
75	2023/12/06	Dashboard	64.58	1
38	2023/06/30	API	10.87	0
14	2024/01/03	Reports	17.86	1
52	2023/07/06	Reports	80.18	0
178	2024/01/26	Export	22.19	0
145	2023/11/19	Export	53.61	1
27	2024/01/19	Dashboard	17.51	0
164	2023/09/23	Upload	85.66	0
62	2024/02/02	Upload	80.11	1
190	2023/12/10	API	49.03	0
2	2023/12/03	Dashboard	47.97	error
30	2023/08/12	Reports	19.75	0
196	2023/12/02	Dashboard	1.84	0
73	2023/08/29	API	90.1	0
87	2024/03/10	API	26.17	error
68	2023/07/22	Dashboard	36.36	0
168	2023/07/27	Reports	44.05	0
62	2023/12/07	Reports	53.24	2
160	2024/01/09	Upload	28.14	0
34	2023/09/06	API	75.44	0
82	2024/04/02	Alerts	81.18	0
12	2024/06/25	Export	79.26	0
76	2023/08/16	Reports	17.49	0
72	2023/08/04	Export	54.8	1
54	2024/06/07	Dashboard	60.96	0
158	2023/07/04	API	55.85	1
166	2024/06/19	Export	31.21	1
46	2023/11/12	Upload	7.14	0
184	2024/02/09	Alerts	43.38	0
150	2024/04/28	Dashboard	15.53	0
116	2023/09/29	Alerts	50.88	0
97	2024/03/19	API	17.88	0
141	2023/07/14	API	78.12	0
133	2023/11/28	API	59.26	0
160	2023/11/20	Alerts	12.24	0
95	2024/02/10	Reports	70.04	error
114	2023/09/28	Reports	70.09	1
22	2023/10/29	Export	52.16	1
71	2023/09/25	Dashboard	29.43	0
140	2023/09/11	Reports	109.92	1
78	2024/06/16	Upload	66.18	0
155	2023/08/10	Upload	37.72	0
3	2024/06/29	Reports	14.21	1
104	2023/12/25	Export	81.9	error
168	2024/02/18	API	36.47	0
186	2024/06/18	API	92.72	1
142	2024/06/22	Alerts	51.54	1
22	2023/11/08	API	15.64	0
107	2023/09/16	Alerts	47.36	0
96	2023/08/11	Export	18.86	2
189	2023/06/05	Alerts	10.4	0
87	2023/09/24	Alerts	5.62	1
196	2024/05/19	Export	92.5	0
146	2023/06/17	API	11.47	1
85	2024/03/17	Upload	57.01	0
147	2023/12/18	Alerts	48.93	0
137	2023/12/15	API	88.53	0
116	2024/04/23	Reports	99.22	0
142	2023/08/30	Dashboard	36.61	0
7	2023/09/04	API	16.06	1
73	2023/09/14	API	47.42	0
117	2023/06/30	Reports	24.57	1
106	2023/12/18	API	78.18	0
108	2024/01/31	Upload	28.08	0
53	2023/08/06	API	70.85	0
171	2024/01/30	API	49.17	0
151	2023/09/12	Export	42.78	0
52	2023/06/04	API	42.73	0
155	2023/10/05	Export	60.17	1
126	2024/01/22	Alerts	89.67	0
74	2024/04/26	Alerts	77.85	1
77	2023/12/18	Export	58.01	1
107	2023/10/06	API	61.79	0
118	2023/12/14	Upload	20.59	0
101	2024/05/23	Dashboard	124.01	2
71	2024/04/17	Export	60.95	2
179	2024/06/06	Upload	27.3	0
106	2024/06/25	Export	70.33	0
194	2023/07/24	Export	7.06	0
116	2023/08/24	Reports	90.88	error
7	2023/07/08	Upload	70.22	0
98	2023/11/23	Upload	51.23	0
10	2023/06/06	Reports	26.78	2
84	2024/05/09	Upload	42.68	0
22	2024/03/07	Upload	52.58	1
36	2024/01/28	Reports	86.54	1
5	2024/04/06	Dashboard	60.67	0
190	2023/12/18	API	42.06	0
174	2023/10/18	API	62.21	0
183	2023/06/18	Upload	6.71	0
13	2024/04/21	Export	49.37	1
27	2023/12/17	Upload	26.58	error
2	2023/06/25	Alerts	65.86	0
96	2023/10/01	API	10.77	0
4	2023/11/20	API	33.37	error
25	2024/05/06	API	32.59	error
132	2023/07/26	Reports	30.67	0
160	2023/09/15	Export	7.35	0
60	2023/09/18	Dashboard	42.88	0
103	2024/04/30	Reports###	106.59	1
57	2023/07/04	Upload	23.17	0
95	2023/06/23	Dashboard	45.28	0
197	2024/04/02	Alerts	75.4	0
138	2024/03/18	API	50.31	error
84	2024/04/19	Upload	50.26	1
198	2024/05/21	API	4.9	2
177	2023/11/10	Upload	4.13	0
156	2024/03/26	Alerts	48.59	3
60	2024/02/13	Export	74.33	error
6	2024/04/11	Dashboard	18.17	0
194	2023/10/03	Export	11.59	0
128	2023/10/30	API	98.11	0
10	2023/09/30	Upload	48.31	1
190	2023/11/16	API	60.22	0
195	2023/06/21	Export	35.19	0
74	2024/06/19	Dashboard	38.6	1
88	2023/10/03	API	2.88	1
171	2023/10/06	Upload	124.35	0
98	2024/02/22	Reports	80.42	1
17	2024/02/07	Dashboard	26.18	error
37	2023/09/13	API	46.36	0
53	2023/09/29	Export	46.54	0
80	2023/08/24	Upload	54.69	0
156	2023/10/06	Reports	43.17	1
163	2023/09/12	Reports	28.38	0
93	2023/12/21	Alerts	92.97	2
130	2024/04/08	Upload	49.79	0
124	2023/06/11	Alerts	34.01	error
77	2024/03/31	Export	83.39	0
66	2023/12/12	Alerts	21.5	0
144	2024/04/06	Alerts	16.03	0
121	2023/09/09	API	93.87	error
129	2024/06/08	Upload	86.04	0
107	2023/12/20	Upload	9.94	0
165	2024/03/28	Dashboard	79.28	error
32	2023/12/15	Export	6.98	0
66	2024/06/29	Upload	41.9	0
163	2024/05/18	Reports	7.83	0
109	2024/06/11	API	65.37	error
93	2024/04/19	Upload	20.63	0
166	2023/08/15	Reports	81.14	0
38	2023/10/09	API	26.28	0
42	2023/06/07	Dashboard	63.45	1
99	2023/12/21	Upload	98.36	1
133	2023/09/05	Alerts	33.06	0
178	2023/11/02	Export	26.64	0
98	2024/03/27	Reports	10.42	0
187	2023/07/16	Dashboard	48.59	0
89	2023/08/13	Reports	74.82	0
102	2024/05/23	Reports###	17.75	0
126	2023/06/01	Dashboard	18.26	1
135	2023/12/31	Upload	43.14	0
46	2023/12/09	API	73.75	0
47	2024/02/13	Dashboard	46.55	0
48	2023/09/11	Dashboard	51.87	1
50	2023/10/11	Alerts	77.23	1
28	2024/04/21	API	54.62	error
32	2023/10/20	Dashboard	50.82	0
123	2024/02/04	Upload	27.83	error
69	2024/06/19	Dashboard	21.3	0
11	2023/07/20	API	20.54	error
155	2024/02/22	Reports	13.01	0
87	2024/04/05	Alerts	1.68	1
88	2023/11/09	API	100.88	0
97	2024/04/08	Dashboard	47.14	0
26	2023/06/02	Alerts	6.19	0
36	2023/06/14	Export	82.19	0
180	2024/06/19	API	33.11	1
169	2024/01/30	Export	41.78	0
164	2023/11/12	Dashboard	74.98	1
189	2023/11/14	Upload	15.8	1
103	2024/06/13	Export	75.21	0
122	2024/05/03	Upload	36.7	0
76	2024/04/06	API	58.53	0
147	2024/06/01	Export###	45.01	1
23	2023/11/02	Upload	79.52	1
120	2023/08/26	Alerts	20.8	0
139	2023/10/02	API	5.78	2
169	2024/05/24	Dashboard	75.13	1
8	2023/08/22	Reports	23.98	1
57	2024/06/03	Reports	56.46	1
172	2023/08/03	Upload	20.36	0
186	2024/02/07	Dashboard	14.35	0
58	2024/03/21	Export	46.41	1
184	2024/06/15	Upload	29.96	0
144	2024/01/10	API	2.46	0
23	2023/07/28	Dashboard	48.28	0
49	2024/06/16	Dashboard	47.27	2
81	2023/12/12	Export	0.25	0
152	2024/03/01	API	10.29	0
82	2024/06/29	Reports	36.24	0
33	2024/02/22	Upload	31.38	2
102	2023/06/05	Export	28.05	2
76	2023/09/21	Alerts	57.7	0
73	2023/08/14	Upload	111.62	0
180	2023/06/18	Export	45.26	0
177	2023/08/03	Reports	74.7	1
123	2024/04/19	API	26.54	1
97	2023/07/01	Reports	81.09	2
188	2023/09/24	Upload	68.26	1
199	2023/08/31	Alerts	75.88	1
169	2023/08/21	Dashboard	71.17	1
174	2024/01/29	Reports	47.2	0
136	2024/06/07	Reports	40.49	1
180	2024/03/07	Alerts	55.17	0
149	2023/06/28	Upload	34.98	0
148	2023/08/10	Alerts	47.73	0
38	2023/09/16	API	99.2	0
167	2023/06/05	Reports	56.36	1
174	2023/08/15	Alerts	56.33	1
44	2023/06/29	Dashboard	15.65	2
14	2023/07/31	Export	87.2	0
39	2024/04/17	Upload	47.18	error
62	2023/12/21	Alerts	50.62	1
45	2024/04/30	Upload	74.9	0
172	2024/05/03	Dashboard	23.11	0
167	2023/12/13	Reports	45.72	1
3	2023/08/01	Dashboard	37.07	0
172	2024/02/16	API###	53.43	0
147	2024/02/01	Reports	18.98	error
152	2023/09/01	Alerts	45.46	0
112	2023/10/31	Export	76.44	0
183	2024/03/02	API	51.44	0
101	2024/03/11	Export	28.15	0
17	2024/02/21	Export	86.98	0
167	2023/08/03	API	33.54	1
47	2024/04/02	Upload	9.01	0
81	2023/08/02	Dashboard	24.48	1
42	2023/07/15	Export	71.9	1
22	2023/08/03	Export	5.17	1
44	2024/01/03	Upload###	2.73	0
133	2023/10/29	Upload	32.74	2
126	2024/05/21	Reports	49.48	1
91	2024/04/06	Export	36.35	0
170	2023/06/23	API###	20.31	0
56	2023/08/08	Export	50.35	1
72	2023/08/05	Upload	41.81	error
66	2023/10/12	Alerts	31.39	1
117	2023/07/13	Reports	102.13	0
37	2024/03/01	API	26.84	2
163	2024/05/22	Upload	38.63	1
169	2024/04/27	Export	90.13	2
40	2023/11/09	Alerts	51.77	1
64	2023/07/10	Reports	45.53	1
141	2023/12/26	Dashboard	64.94	error
86	2023/10/18	API	28.41	0
3	2023/07/21	Alerts	13.09	0
27	2023/08/03	API	21.3	0
151	2024/02/06	Dashboard	52.06	0
73	2024/03/09	Reports	5.23	0
44	2023/11/10	Alerts	72.6	1
174	2024/02/28	Export	35.96	0
123	2024/03/30	API	40.49	0
183	2023/08/19	Upload	35.2	0
189	2023/10/15	Dashboard	58.93	0
95	2024/05/28	API	28.48	1
118	2023/09/02	Alerts	59.55	0
129	2023/10/25	Reports	30.97	0
184	2023/09/26	Reports	38.91	error
79	2023/12/26	Reports	51.61	1
20	2024/06/08	API	92.1	4
15	2023/07/14	Upload	47.06	0
3	2024/01/04	Upload	19.43	0
123	2024/02/10	Export	1.12	0
137	2024/05/23	Dashboard	59.64	0
191	2023/06/04	Upload	18.96	0
89	2023/10/04	Upload	88.38	1
136	2024/05/16	Export###	45.49	0
44	2024/05/11	Export	19.31	0
94	2023/08/08	Export	47.93	error
127	2023/12/12	API	29.89	0
174	2023/10/06	Export	42.16	2
75	2023/11/01	Alerts	61.72	0
189	2024/04/19	Export	40.98	1
165	2024/02/19	Dashboard	43.65	1
125	2023/06/30	Reports###	50.48	1
77	2023/11/29	Dashboard###	80.46	0
48	2023/12/23	Reports###	59.43	0
51	2023/07/14	Export	76.08	0
32	2024/02/05	Dashboard	2.31	0
58	2024/01/27	Alerts	82.13	0
47	2024/03/01	Reports	56.39	0
113	2023/08/22	API	26.57	0
92	2024/05/29	API	23.71	1
35	2023/12/20	Alerts	15.44	1
42	2024/05/07	API	87.15	0
69	2023/07/31	Alerts	29.26	0
175	2024/05/31	API	59.81	1
103	2024/02/12	Upload	11.7	0
100	2023/08/07	Dashboard	79.41	1
33	2023/08/19	Reports	23.28	0
61	2023/06/27	Upload	39.14	0
153	2024/06/12	Dashboard	44.79	0
125	2023/07/13	Alerts	38.53	0
131	2023/09/04	API	54.59	1
68	2024/05/24	API	94.61	0
122	2024/05/27	Dashboard	30.89	1
47	2023/09/05	Export	32.13	0
31	2023/08/07	Alerts###	22.82	2
38	2024/01/05	Dashboard	80.76	error
14	2023/12/12	Alerts	37.79	0
60	2023/09/22	Reports	5.1	error
110	2024/04/25	Dashboard	54.05	0
72	2023/11/27	Upload	50.27	0
13	2023/09/02	Dashboard###	43.08	0
83	2023/09/17	Reports	61.09	0
26	2024/01/07	API	49.29	2
86	2023/11/03	Dashboard	70.49	error
142	2024/06/29	API	79.53	0
93	2024/06/15	Export	38.43	2
167	2023/10/20	API	68.54	error
28	2023/08/06	Upload	63.65	1
151	2024/05/01	API	41.27	1
26	2023/07/09	Export	27.93	1
122	2024/06/24	API	10.94	1
33	2023/09/07	Alerts	59.64	0
195	2024/03/13	Reports	75.28	0
184	2023/07/31	Alerts	19.65	0
129	2023/06/12	API	42.38	0
34	2023/10/27	Dashboard	61.45	error
178	2023/09/06	Upload	46.79	1
137	2024/02/18	Dashboard	73.49	0
99	2024/03/14	Alerts	37.12	0
48	2023/06/02	API	34.91	0
3	2024/02/18	Alerts	73.81	0
67	2023/11/03	API	58.87	0
31	2023/08/27	API###	65.15	1
11	2024/04/23	API	90.84	1
35	2023/10/17	Dashboard	82.49	0
54	2024/02/29	Dashboard###	5.02	1
155	2023/12/06	Reports	75.24	0
141	2023/10/14	Upload	28.51	0
76	2023/11/14	Dashboard	79.94	error
92	2023/09/21	Upload	42.38	0
5	2024/03/02	Upload	61.13	0
200	2024/03/25	Dashboard	57.85	0
168	2023/10/10	Upload	60.46	0
114	2023/09/21	Reports	19.97	1
193	2023/12/20	API	63.9	1
112	2023/12/06	API	11.3	error
47	2024/01/22	API	62.66	2
146	2024/02/07	Upload	42.48	0
80	2023/08/23	API	33.99	0
49	2023/07/06	API	23.86	0
166	2023/12/24	Dashboard	10.49	0
193	2023/06/07	Export	55.4	1
29	2023/06/07	Upload	55.67	1
198	2023/07/13	Reports	50.75	0
4	2023/06/05	Dashboard	78.49	0
182	2023/07/14	API	90.24	0
114	2023/08/23	Reports	16.74	0
15	2024/03/05	Upload	55.69	0
6	2023/06/23	Dashboard	29.34	0
107	2023/08/12	Dashboard	60.21	error
110	2023/12/15	API	102.7	0
176	2023/12/14	Upload	21.76	0
29	2024/02/07	API	14.26	2
73	2023/11/30	Dashboard	67.53	0
22	2023/06/23	Export	17.33	1
86	2024/04/03	API	35.39	0
171	2024/05/17	Reports	41.82	0
27	2023/10/17	Alerts	96.14	1
183	2023/07/10	Dashboard	3.99	0
200	2024/05/01	API	62.78	0
185	2024/01/31	Dashboard	30.35	0
187	2023/10/21	API	64.0	0
47	2024/06/27	Alerts	15.45	0
124	2024/05/21	Alerts	50.96	0
36	2024/04/30	API	42.63	1
138	2024/02/29	Alerts	27.63	0
99	2023/07/13	Export	43.17	0
199	2024/05/21	Upload	28.44	error
93	2023/06/02	API	10.56	error
143	2024/01/29	API	68.51	error
90	2023/12/02	API	24.64	0
142	2024/01/02	API	35.45	0
192	2023/08/10	Dashboard	92.96	0
97	2024/06/10	Dashboard	69.06	1
14	2024/05/25	Dashboard	93.63	error
153	2023/08/20	Dashboard	41.61	0
63	2023/07/10	Dashboard	60.51	0
39	2024/06/26	API	38.35	0
136	2024/05/23	Reports	51.14	0
114	2024/04/26	Upload###	67.98	0
16	2024/04/24	Dashboard	72.97	0
42	2023/06/06	Alerts	32.55	0
117	2024/03/10	Upload	41.87	0
129	2023/11/04	Upload	56.8	0
70	2023/07/18	Export	58.81	0
191	2023/09/17	Alerts	50.85	0
48	2024/06/16	Export	88.87	error
178	2024/01/26	Alerts	58.46	0
98	2023/08/24	Dashboard	54.87	1
50	2023/10/17	Dashboard	70.21	0
200	2023/11/19	Dashboard	15.25	2
28	2023/07/04	API	26.01	0
80	2023/09/05	Export	62.16	0
62	2023/10/16	Dashboard	23.86	0
145	2024/02/03	Dashboard###	31.62	error
80	2023/06/05	Reports	48.39	0
129	2023/09/08	Reports	9.8	1
34	2024/05/25	Upload	41.86	0
190	2024/02/13	Dashboard	64.01	0
7	2024/03/27	Alerts	24.05	0
10	2023/10/27	API	84.34	1
161	2023/07/18	Upload	38.27	0
175	2024/04/30	API	38.82	1
129	2024/02/20	Upload	67.81	3
197	2023/11/22	Alerts	61.76	0
93	2024/04/15	Alerts###	39.78	0
175	2023/12/16	API	75.53	1
20	2023/08/18	Export	68.11	1
4	2023/08/13	Reports	40.15	0
23	2024/02/11	Dashboard	26.25	0
76	2023/08/22	Dashboard	81.36	0
23	2023/07/07	API	30.21	1
122	2023/10/10	Alerts	79.38	0
32	2024/03/18	Alerts###	21.68	1
103	2023/12/27	Export	19.78	0
94	2024/02/18	Export	67.5	0
175	2023/12/29	Export	6.86	0
175	2023/06/22	Export	42.05	error
63	2024/05/24	Export###	26.77	0
75	2023/12/10	API	40.88	1
58	2023/12/16	Alerts	95.53	0
120	2024/04/24	Export	75.0	1
22	2023/09/01	Upload	37.71	1
102	2024/06/28	Alerts	45.07	0
82	2023/11/23	Export	49.62	0
122	2023/07/29	Reports	43.73	0
121	2023/08/14	Upload	52.69	0
154	2023/12/12	Dashboard	59.5	2
111	2024/01/29	API	25.72	2
195	2024/05/16	Alerts	29.55	1
22	2023/08/12	Dashboard	47.58	error
183	2024/01/18	Alerts	22.59	0
67	2023/09/03	Dashboard	37.51	1
88	2024/06/20	Reports	54.56	0
108	2024/02/02	Alerts	45.38	0
179	2024/01/10	Reports	59.39	0
3	2024/03/14	Export	32.02	0
149	2024/04/11	API	68.81	0
188	2024/06/15	Upload	74.59	error
118	2023/08/15	Alerts	23.64	0
173	2023/12/26	Reports	27.08	error
116	2023/08/04	Upload	30.37	0
25	2023/06/19	API	39.74	1
179	2024/03/06	API	59.75	0
54	2023/09/06	Upload	42.03	error
94	2023/06/09	Reports	74.27	2
32	2024/05/24	Alerts	53.35	0
106	2023/11/28	Reports	29.72	0
196	2023/11/19	Dashboard	30.64	0
96	2023/08/30	Export	55.78	0
98	2023/10/24	Upload	32.5	1
73	2024/05/25	Export	43.11	2
26	2023/07/15	Dashboard	6.24	error
106	2023/07/24	Alerts	124.13	0
140	2023/07/22	Upload	77.92	2
9	2024/05/07	Reports	1.97	0
199	2024/01/19	Export	52.31	0
121	2023/08/03	Reports	12.29	0
106	2024/04/26	Upload	48.32	0
96	2023/09/23	Export	26.21	0
68	2023/11/05	Alerts	59.82	error
107	2023/06/17	Dashboard###	40.64	0
133	2024/06/14	Export	27.58	0
147	2024/01/07	API	37.26	2
158	2024/04/25	Alerts	70.41	0
148	2024/01/06	API	49.4	2
187	2023/08/28	Alerts	35.39	0
112	2023/09/27	Dashboard	45.74	0
31	2024/04/19	Export	77.76	1
161	2023/10/12	Export	72.1	0
24	2023/07/18	Dashboard	26.76	0
152	2023/08/18	Dashboard	70.34	2
21	2024/03/19	Alerts###	3.8	0
117	2024/04/20	Upload	60.6	1
168	2023/09/22	Reports	83.6	0
186	2023/12/11	Reports	26.7	0
37	2024/04/17	Dashboard	19.47	1
27	2023/07/27	Alerts	12.31	1
37	2023/10/23	Reports	77.2	error
127	2023/12/03	API	28.6	0
6	2023/12/29	Dashboard	45.76	0
54	2024/05/17	Alerts	1.29	0
116	2023/08/22	API	49.93	0
169	2024/03/17	Upload	110.89	error
88	2023/11/25	Alerts	47.16	1
2	2023/08/21	Export	59.14	0
50	2024/04/06	Dashboard	52.02	1
195	2023/08/18	API	76.06	0
56	2023/06/16	Reports	22.84	error
178	2023/08/04	Reports	17.93	1
24	2023/11/26	Upload	22.49	2
191	2024/02/09	Alerts	7.61	0
50	2023/10/07	API	103.53	0
184	2023/10/22	Alerts	53.13	1
151	2023/11/07	API	41.04	0
125	2024/01/08	Alerts	29.29	0
82	2024/04/14	Dashboard	15.65	0
146	2023/11/28	Reports	41.96	0
116	2023/08/25	Dashboard	42.96	0
105	2023/10/29	Export	55.92	0
136	2023/11/28	Alerts###	79.78	1
83	2024/01/06	API	74.19	error
169	2023/12/08	Reports	31.27	0
3	2023/11/11	Upload###	50.57	1
120	2024/03/17	Reports	40.83	0
99	2023/10/24	Export	81.15	0
144	2023/10/21	Upload	28.0	1
172	2023/07/09	Export	11.39	0
194	2024/01/09	Reports	15.46	0
13	2024/02/08	Alerts###	21.22	0
31	2023/08/03	Alerts	15.78	0
99	2023/09/30	Export###	66.1	error
148	2023/06/03	Alerts	53.81	2
104	2023/06/19	Export	42.98	error
166	2023/06/09	Dashboard	39.09	0
107	2024/06/05	Reports	31.06	0
103	2023/07/11	Export	59.84	1
13	2023/12/19	Reports	56.5	1
165	2023/08/02	Reports	49.63	0
58	2023/06/25	Dashboard	34.9	0
177	2024/06/05	Alerts	81.61	error
186	2023/12/06	Export	12.7	1
14	2023/10/11	Dashboard	27.13	0
20	2023/10/14	Reports	72.02	1
98	2023/10/17	Upload	77.52	1
118	2023/08/01	API	93.12	1
150	2023/12/29	Upload	38.99	0
136	2023/10/02	Export	8.01	0
72	2023/11/12	Upload	50.11	error
197	2023/10/30	Upload	73.66	1
63	2024/05/03	Upload	13.98	0
20	2023/07/09	Alerts	42.51	error
56	2024/01/26	Alerts	16.09	0
54	2024/03/29	Export	46.42	0
80	2024/05/28	Alerts	57.13	0
28	2023/08/06	API	66.48	2
116	2024/04/13	Export	54.22	1
18	2023/10/21	Alerts	20.26	1
148	2024/04/27	Dashboard	29.23	1
191	2023/07/27	API###	45.97	0
69	2023/06/15	Alerts	56.89	0
68	2023/07/31	Export	9.25	1
39	2023/12/21	Export	26.15	0
113	2023/10/18	Reports	106.26	1
188	2024/01/03	API	57.77	0
153	2023/10/20	Export	78.24	0
28	2024/05/14	Dashboard	32.81	0
57	2023/07/29	Dashboard	26.5	1
62	2023/07/04	Export	60.45	0
159	2024/05/24	Upload	69.6	1
57	2024/06/10	Upload	3.09	1
53	2023/11/25	Upload	81.66	0
188	2023/06/02	Dashboard	77.4	3
160	2024/01/31	Upload	73.28	1
62	2023/08/27	Reports	18.62	2
86	2024/01/20	API	55.46	0
110	2023/11/19	Dashboard	41.54	1
20	2023/08/27	Upload	33.45	error
91	2024/01/29	Export###	24.95	0
121	2023/07/27	Dashboard	43.17	0
75	2023/09/25	Export	51.01	0
199	2023/07/19	Dashboard	63.27	0
116	2024/02/07	Upload	34.47	0
170	2024/02/05	Reports	21.55	error
91	2023/11/02	Upload	78.75	1
170	2024/04/01	Alerts	82.96	0
187	2024/04/23	Dashboard	55.51	0
57	2024/05/03	API	19.67	error
148	2024/06/14	Upload	75.04	1
191	2023/07/16	API	52.94	0
28	2023/10/19	Upload	51.8	1
116	2024/02/25	API	28.15	0
85	2023/12/18	Export	54.33	0
80	2023/09/06	Dashboard	2.36	0
157	2023/08/02	Alerts	38.62	0
89	2023/10/26	Dashboard	80.37	0
176	2023/08/15	Alerts	51.01	0
75	2024/04/15	Export	35.42	0
74	2023/07/04	Reports###	30.25	error
73	2024/03/30	Dashboard	30.43	0
111	2023/11/28	Upload	79.49	error
36	2023/11/27	Reports	53.9	0
197	2024/03/14	API	47.87	1
37	2024/06/10	API	27.2	0
75	2023/09/21	Dashboard	1.55	0
174	2024/04/22	Alerts	64.86	1
26	2023/10/12	Reports	91.72	1
112	2024/05/13	Reports	60.61	0
197	2023/09/11	Reports	70.5	1
78	2023/11/04	Dashboard	57.53	0
119	2024/03/06	API	101.02	1
112	2023/07/20	API	82.3	1
129	2024/05/16	Upload	64.13	0
120	2024/01/02	Alerts	58.5	1
7	2024/06/27	Alerts	9.16	1
78	2023/10/03	Export	53.57	0
140	2024/03/16	Reports	70.92	0
33	2023/12/24	Upload###	44.65	0
133	2024/01/22	Dashboard	45.12	1
167	2023/07/25	Reports	93.67	1
145	2024/02/02	Upload	59.16	error
190	2024/03/26	Upload	18.51	0
180	2023/09/13	Export	20.84	0
127	2023/08/09	API	77.31	0
40	2023/11/02	Upload	16.24	0
2	2024/02/04	Export	4.42	0
1	2023/08/18	Export	38.58	1
64	2023/09/13	Dashboard	56.38	1
114	2023/12/18	Dashboard	64.73	1
124	2023/09/03	API	42.91	0
157	2024/05/14	Alerts	27.8	0
111	2023/08/14	Upload###	36.71	0
191	2024/05/02	API	85.76	0
140	2023/09/11	Alerts	34.37	0
26	2024/03/28	Alerts	10.69	0
99	2024/05/23	Dashboard	61.25	0
38	2023/06/15	Reports	85.4	0
3	2024/03/24	Reports###	7.16	1
169	2024/04/13	Alerts###	3.36	0
36	2024/01/26	Upload	67.92	error
41	2023/12/01	Export	74.18	0
90	2024/05/27	Export	41.68	error
168	2023/08/17	Reports	60.02	3
118	2024/06/01	API	18.65	0
78	2023/12/19	Dashboard	39.54	2
97	2024/01/28	Export	49.15	1
130	2024/05/03	Export	9.63	3
151	2024/03/24	Reports	27.07	2
18	2023/06/24	Dashboard	41.18	1
25	2024/05/06	Dashboard	37.87	1
83	2024/06/24	API	88.5	0
188	2023/09/30	Dashboard	2.22	1
99	2024/06/21	Alerts	12.89	error
65	2023/07/29	Dashboard	96.57	error
196	2023/12/09	Export	18.11	error
45	2023/11/12	Dashboard	51.58	0
164	2024/03/20	Export	37.67	2
113	2024/05/13	Reports	58.03	0
112	2024/02/26	API	51.67	error
172	2023/07/20	API###	47.33	1
2	2023/12/02	Alerts	33.17	2
88	2023/09/03	Upload	54.59	0
165	2024/02/26	Alerts	36.46	1
122	2024/02/12	Reports	30.04	0
36	2023/07/05	Alerts	9.69	0
19	2024/03/18	Dashboard	99.62	2
26	2023/07/31	Alerts	51.28	1
85	2023/06/12	API	15.46	1
65	2023/12/17	Upload	75.65	0
